callsign,actype,adep,ades,eobt,rfl,dep_rwy,arr_rwy,sid,star,approach,route
MXD526,B738,WMKK,VTBD,2025-12-23T03:20:00Z,240,,RW21R,,SABA3A,R21R,RIGTO M769 GOKEX Y96 EMTIX Y99 HOTEL
TLM754,B738,VTBD,VTSP,2025-12-23T03:20:00Z,320,RW21L,RW09,SABI3C,SAVS1C,,SABIS Y8 SAVSA
UBG217,B738,VGHS,VTBS,2025-12-23T03:20:00Z,350,,RW01,,WILA1D,R01,BETNO G463 TARED
AIQ3204,A20N,VTCT,VTBD,2025-12-23T03:25:00Z,370,RW21,RW21R,DUBE1B,NAKO3A,R21R,DUBEN Y28 BLAFF DCT NAKON
AIQ610,A320,VTBD,VDSA,2025-12-23T03:25:00Z,370,RW21L,,GORS3C,,,GORSI N506 GOMES B204 AGEDO
AIQ647,A320,VVCR,VTBD,2025-12-23T03:25:00Z,340,,RW21R,,SEHN3A,R21R,VAPVU P629 NUGPA
AXM881,A320,VTBD,WMKK,2025-12-23T03:25:00Z,390,RW21L,,KIGO3C,,,KIGOB Y11 PASVA
BKP1147,A319,VTBS,VTSM,2025-12-23T03:25:00Z,310,RW02R,RW17,KASN1H,,R17,KASNI M757 MABKO W33 SMU
CBJ619,A20N,ZSNJ,VTBS,2025-12-23T03:25:00Z,340,,RW01,,EAST1D,R01,SAV A202 RAMEI W42 PAKRI Y13 RUKSA
THA042,A21N,VTBS,VTUK,2025-12-23T03:25:00Z,230,RW02R,RW03,SELK1H,,R03,SELKA Y14 KRT Y23 KKN Y23/Y22
THA204,A21N,VTSP,VTBS,2025-12-23T03:25:00Z,330,RW09,RW01,EMRI1A,LEBI1D,R01,EMRIT Y99 NONEL Y98 LEBIM
TVJ980,B38M,VTBS,VVPQ,2025-12-23T03:25:00Z,310,RW02R,,RYN1H,,,RYN R334 SAKDA
AIQ3184,A320,VTBD,VTSF,2025-12-23T03:30:00Z,310,RW21L,RW19,KASN3C,,R19,KASNI M757 LOSDA Y94 NKS
AIQ4104,A320,VTBS,VTCC,2025-12-23T03:30:00Z,340,RW02R,RW36,OLVU1H,MARN2A,R36,OLVUK Y26 MARNI
AIQ4203,A320,VTSS,VTBS,2025-12-23T03:30:00Z,360,RW26,RW01,DAND1C,LEBI1D,R01,DANDO M769 LEBIM
CBY101,AT75,VTSS,VTBD,2025-12-23T03:30:00Z,160,RW26,RW21R,DAND1C,SABA3A,R21R,DANDO M769 GOKEX Y96 EMTIX Y99 HOTEL DCT SABAI
CFG2369,A339,VTSP,EDDF,2025-12-23T03:30:00Z,300,RW09,,SATV1A,,,SATVA L759 TAVUN
KMI713,B734,VTBS,VGHS,2025-12-23T03:30:00Z,360,RW02R,,TARE1H,,,TARED G463 BETNO
KZR932,A21N,VTBS,UAAA,2025-12-23T03:30:00Z,340,RW02R,,TARE1H,,,TARED G463 BETNO
MAS787,B38M,VTSP,WMKK,2025-12-23T03:30:00Z,370,RW09,,REBE1A,,,REBED B579 DALAN
THA466,A359,YMML,VTBS,2025-12-23T03:30:00Z,380,,RW01,,TUMG1D,R01,TIDAR M904 TONIK M644 ALUMO Y12 ALEMI
TLM507,B738,VTCC,VTBD,2025-12-23T03:30:00Z,310,RW36,RW21R,PANT2C,NAKO3A,R21R,PANTA Y7 BLAFF DCT NAKON
TVJ102,A321,VTBS,VTCC,2025-12-23T03:30:00Z,340,RW02R,RW36,OLVU1H,MARN2A,R36,OLVUK Y26 MARNI
VAM03,DC3T,VTPP,VTBD,2025-12-23T03:30:00Z,90,RW32,RW21R,PEBL1B,NAKO3A,R21R,PEBLI Y28 BLAFF DCT NAKON
AIQ3130,A320,VTBD,VTSC,2025-12-23T03:35:00Z,370,RW21L,,KASN3C,,,KASNI M757 ROBDA W19 NTW
AMU995,A321,VTBS,VMMC,2025-12-23T03:35:00Z,330,RW02R,,SELK1H,,,SELKA A1 SANOT Y15 GUROK A202 SAV
AXM882,A21N,WMKK,VTBD,2025-12-23T03:35:00Z,380,,RW21R,,SABA3A,R21R,RIGTO M769 GOKEX Y96 EMTIX Y99 HOTEL
HKE757,A21N,VTCC,VHHH,2025-12-23T03:35:00Z,330,RW36,,MONL2C,,,MONLO W12 NAN R215 TOMIP
KME702,A320,VTBS,VDTI,2025-12-23T03:35:00Z,290,RW02R,,GOME1S,,,GOMES N506 BOKAK
MMA360,A319,VYYY,VTBD,2025-12-23T03:35:00Z,330,,RW21R,,WEHA3A,R21R,BETNO P646 TARED
THA561,A320,VVNB,VTBS,2025-12-23T03:35:00Z,380,,RW01,,NORT1D,R01,VTN R470 UDN W21 NOBER
THA664,A359,VTBS,ZSPD,2025-12-23T03:35:00Z,390,RW02R,,SELK1H,,,SELKA A1 SANOT Y15 GUROK A202 SAV
TVJ721,A320,VDTI,VTBS,2025-12-23T03:35:00Z,300,,RW01,,TUMG1D,R01,VAPVU P629 NUGPA
THY65,A333,VTBS,LTFM,2025-12-23T03:38:00Z,320,RW02R,,TARE1H,,,TARED P646 BETNO
ABY816,A21N,OMSJ,VTBS,2025-12-23T03:40:00Z,350,,RW01,,WILA1D,R01,BETNO G463 TARED
AFL279,A333,VTSP,UUEE,2025-12-23T03:40:00Z,300,RW09,,SATV1A,,,SATVA L759 TAVUN
AIQ3354,A320,VTBD,VTUD,2025-12-23T03:40:00Z,290,RW21L,RW30,ROBK3C,ANPU1C,R30,ROBKA A1 SELKA Y14 KRT Y23 KKN Y23/Y22
AIQ4231,A320,VTBS,VTSF,2025-12-23T03:40:00Z,330,RW02R,RW19,KASN1H,,R19,KASNI M757 LOSDA Y94 NKS
AIQ5420,A320,VTCC,VTSB,2025-12-23T03:40:00Z,380,RW36,RW22,PANT2C,IKER1A,R22,PANTA Y7 BKK Y8 IKERA
CQH6193,A320,ZGOW,VTBS,2025-12-23T03:40:00Z,320,,RW01,,EAST1D,R01,SAV A202 RAMEI W42 PAKRI Y13 RUKSA
HKE705,A21N,VTBS,VHHH,2025-12-23T03:40:00Z,370,RW02R,,LIPL1S,,,LIPLI Y16 BUTRA
NOS127,A320,VTSP,LKTB,2025-12-23T03:40:00Z,320,RW09,,SATV1A,,,SATVA L759 TAVUN
TLM706,B738,VTBD,VTSS,2025-12-23T03:40:00Z,350,RW21L,RW26,KASN3C,OBLE1A,R26,KASNI M757 OBLEX
AIQ3106,A320,VTBD,VTSS,2025-12-23T03:45:00Z,370,RW21L,RW26,KASN3C,OBLE1A,R26,KASNI M757 OBLEX
AIQ3212,A21N,VTBD,VTSG,2025-12-23T03:45:00Z,360,RW21L,RW32,SABI3C,NULM1E,R32,SABIS Y8 SAPUD W32 NULMA
AXB264,A320,VASU,VTBS,2025-12-23T03:45:00Z,370,,RW01,,WILA1D,R01,BETNO G463 TARED
AZV2991,A320,UHBB,VTSP,2025-12-23T03:45:00Z,360,,RW09,,IGEV1C,,VTN R470 ELNET
BKP131,A319,VTBS,VTSM,2025-12-23T03:45:00Z,150,RW02R,RW17,KASN1H,,R17,KASNI M757 MABKO W33 SMU
CSH833,B38M,ZSPD,VTBS,2025-12-23T03:45:00Z,340,,RW01,,EAST1D,R01,SAV A202 RAMEI W42 PAKRI Y13 RUKSA
CSH842,B38M,VTBS,ZSPD,2025-12-23T03:45:00Z,350,RW02R,,SELK1H,,,SELKA A1 SANOT Y15 GUROK A202 SAV
MXD530,B738,WMKJ,VTBD,2025-12-23T03:45:00Z,340,,RW21R,,SEHN3A,R21R,ABTOK M644 ALUMO Y12 ALEMI
TLM705,B738,VTSS,VTBD,2025-12-23T03:45:00Z,360,RW26,RW21R,DAND1C,SABA3A,R21R,DANDO M769 GOKEX Y96 EMTIX Y99 HOTEL DCT SABAI
AIQ323,A320,VTBD,WMKP,2025-12-23T03:50:00Z,390,RW21L,,KASN3C,,,KASNI M757 KARMI
BKP1137,A319,VTBS,VTSM,2025-12-23T03:50:00Z,170,RW02R,RW17,KASN1H,,R17,KASNI M757 MABKO W33 SMU
CBG8910,A320,VTBS,ZGNN,2025-12-23T03:50:00Z,330,RW02R,,UGUV1H,,,UGUVO Y27 PIBAN Y29 PSL W26 CMP W21 UDN R470 VTN
CRK741,A320,VHHH,VTSP,2025-12-23T03:50:00Z,360,,RW09,,SAVS1C,,BUTRA A1 UBL W1 RAMEI W42 MENEX Y8 SAVSA
NOK171,B738,VTCN,VTBD,2025-12-23T03:50:00Z,390,RW02,RW21R,OMNI,NAKO3A,R21R,W29 PSL Y28 BLAFF DCT NAKON
THA628,A320,VTBS,VHHH,2025-12-23T03:50:00Z,370,RW02R,,LIPL1S,,,LIPLI Y16 BUTRA
TVJ414,A320,VTCC,VTSP,2025-12-23T03:50:00Z,350,RW36,RW09,PANT2C,SAVS1C,,PANTA Y7 BKK Y8 SAVSA
TVJ960,B38M,VTBS,VVDN,2025-12-23T03:50:00Z,330,RW02R,,LIPL1S,,,LIPLI Y16 BUTRA
AIQ3342,A320,VTBD,VTUW,2025-12-23T03:55:00Z,350,RW21L,RW15,ROBK3C,,R15,ROBKA A1 SELKA Y14 KRT Y23 KKN Y23/Y22
FDX5148,B763,VTBS,WSSS,2025-12-23T03:55:00Z,370,RW02R,,BUT1H,,,BUT Y11 PASVA
HKC331,A332,VHHH,VTBS,2025-12-23T03:55:00Z,400,,RW01,,EAST1D,R01,SAV A202 RAMEI W42 PAKRI Y13 RUKSA
IGO1064,A21N,VTBS,VIDP,2025-12-23T03:55:00Z,360,RW02R,,TARE1H,,,TARED P646 BETNO
TGW632,E290,WSSS,VTSS,2025-12-23T03:55:00Z,360,,RW26,,TAXE1A,R26,PASVA A334 TAXEB
TGW679,E290,VTSP,WSSS,2025-12-23T03:55:00Z,350,RW09,,EPGO1A,,,EPGOT W14 HTY A334 PASVA
THA321,A333,VTBS,VGHS,2025-12-23T03:55:00Z,380,RW02R,,TARE1H,,,TARED G463 BETNO
THA612,A320,VTBS,ZPPP,2025-12-23T03:55:00Z,390,RW02R,,UGUV1H,,,UGUVO Y27 IKISU W22 CTR A581 PONUK
ABY714,A21N,OMSJ,VTSP,2025-12-23T04:00:00Z,350,,RW09,,UBNE1C,,SAPAM L645 UBNEN
AIQ397,A20N,WADD,VTBD,2025-12-23T04:00:00Z,340,,RW21R,,SEHN3A,R21R,TIDAR M904 TONIK M644 ALUMO Y12 ALEMI
B650M,A320,VHHH,VTCT,2025-12-23T04:00:00Z,340,,RW03,,,R03,GOLUD M751 BKK Y27 IKISU W22 BENVI
BKP254,AT76,VTSP,VTSM,2025-12-23T04:00:00Z,150,RW09,RW17,EMRI1A,,R17,EMRIT Y99 AKVUG Y93 SMU
BKP452,AT76,VTSM,VTBD,2025-12-23T04:00:00Z,160,RW35,RW21R,OLBA1B,SABA3A,R21R,OLBAG Y17 DONSI M769 GOKEX Y96 EMTIX Y99 HOTEL DCT SABAI
CAL834,A333,VTBS,RCTP,2025-12-23T04:00:00Z,370,RW02R,,LIPL1S,,,LIPLI Y16 BUTRA
CPA653,A333,VHHH,VTBS,2025-12-23T04:00:00Z,340,,RW01,,EAST1D,R01,SAV A202 RAMEI W42 PAKRI Y13 RUKSA
HKE725,A21N,VTSP,VHHH,2025-12-23T04:00:00Z,370,RW09,,EMRI1A,,,EMRIT Y99 NONEL Y98 SURMA W42 TOPER A1 SANOT Y15 GUROK A202 SAV
KZR564,A21N,VTSP,UAAA,2025-12-23T04:00:00Z,340,RW09,,SUSI1A,,,SUSID G331 PADET
MAS792,B38M,WMKK,VTCC,2025-12-23T04:00:00Z,360,,RW36,,MARN2A,R36,RIGTO M769 BKK Y26 MARNI
MJJ712,A320,VTBD,VTCC,2025-12-23T04:00:00Z,360,RW21L,RW36,OLVU3C,MARN2A,R36,OLVUK Y26 MARNI
MJJ814,A320,VTBD,VTUW,2025-12-23T04:00:00Z,350,RW21L,RW15,ROBK3C,,R15,ROBKA A1 SELKA Y14 KRT Y23 KKN Y23/Y22
MTL160,E135,VTUD,VTBD,2025-12-23T04:00:00Z,200,RW12,RW21R,ANPU1B,ENDU3A,R21R,Y22/Y23 KKN Y23 KRT Y20 UBLOD DCT ENDUU
MXD540,B738,WMKK,VTSP,2025-12-23T04:00:00Z,360,,RW09,,URGA1C,,DUBAX R325 URGAD
TAG17,GLF6,VHHH,VTCC,2025-12-23T04:00:00Z,380,,RW36,,MONL2A,R36,TOMIP R215 NAN W12 MONLO
TLM644,B738,VTBD,VTUK,2025-12-23T04:00:00Z,250,RW21L,RW03,ROBK3C,,R03,ROBKA A1 SELKA Y14 KRT Y23 KKN Y23/Y22
TLM807,B738,VTSG,VTBD,2025-12-23T04:00:00Z,330,RW14,RW21R,OSPE1G,SABA3A,R21R,OSPEX Y99 HOTEL DCT SABAI
TVJ304,A321,VTBS,VTSP,2025-12-23T04:00:00Z,340,RW02R,RW09,VANK1H,SAVS1C,,VANKO Y8 SAVSA
AIQ3248,A20N,VTBD,VTUK,2025-12-23T04:05:00Z,270,RW21L,RW03,ROBK3C,,R03,ROBKA A1 SELKA Y14 KRT Y23 KKN Y23/Y22
IGO1072,A21N,VTSP,VABB,2025-12-23T04:05:00Z,300,RW09,,UBNE1A,,,UBNEN L645 SAPAM
MAS785,B38M,VTBS,WMKK,2025-12-23T04:05:00Z,370,RW02R,,KASN1H,,,KASNI M757 KARMI
SIA727,B38M,VTSP,WSSS,2025-12-23T04:05:00Z,370,RW09,,EPGO1A,,,EPGOT W14 HTY A334 PASVA
TLM508,B739,VTBD,VTCC,2025-12-23T04:05:00Z,320,RW21L,RW36,OLVU3C,MARN2A,R36,OLVUK Y26 MARNI
ABY757,A21N,VTSG,OMSJ,2025-12-23T04:10:00Z,380,RW14,,TUNR1G,,,TUNRA W32 TRN W14 HTY A464 KARMI
AIQ357,A21N,VTBD,WSSS,2025-12-23T04:10:00Z,370,RW21L,,KIGO3C,,,KIGOB Y11 PASVA
AIQ3923,A320,VTBD,VTCL,2025-12-23T04:10:00Z,300,RW21L,RW36,OLVU3C,IBIR1A,R36,OLVUK Y26 BEBUV Y33 IBIRI
AIQ4501,A320,VTBS,VTUK,2025-12-23T04:10:00Z,290,RW02R,RW03,SELK1H,,R03,SELKA Y14 KRT Y23 KKN Y23/Y22
AIQ636,A320,VTBD,VVDN,2025-12-23T04:10:00Z,330,RW21L,,UPKU3C,,,UPKUP Y16 BUTRA
BKP259,AT76,VTSM,VTSP,2025-12-23T04:10:00Z,140,RW35,RW09,ENRA1B,SAVS1C,,DORNA W32 SAPUD Y8 SAVSA
BKP966,A319,WSSS,VTSM,2025-12-23T04:10:00Z,360,,RW17,,,R17,KADAX M626 IKOGA Y95 RUMVA
CHH7940,A20N,VTBS,ZJHK,2025-12-23T04:10:00Z,330,RW02R,,SELK1H,,,SELKA A1 SANOT Y15 GUROK A202 SAV
NOK573,B738,VTSB,VTBD,2025-12-23T04:10:00Z,350,RW04,RW21R,NIXE1D,SABA3A,R21R,NIXET Y99 HOTEL DCT SABAI
VPCKV,GLF6,VHHH,VTSP,2025-12-23T04:10:00Z,430,,RW09,,SAVS1C,,BUTRA A1 UBL W1 RAMEI W42 MENEX Y8 SAVSA
AIQ3239,A21N,VTBD,VTSB,2025-12-23T04:15:00Z,340,RW21L,RW22,SABI3C,IKER1A,R22,SABIS Y8 IKERA
AIQ3447,A320,VTBD,VTCC,2025-12-23T04:15:00Z,340,RW21L,RW36,OLVU3C,MARN2A,R36,OLVUK Y26 MARNI
AIQ4252,A320,VTBS,VTSC,2025-12-23T04:15:00Z,370,RW02R,,KASN1H,,,KASNI M757 ROBDA W19 NTW
AKJ623,B38M,VOBL,VTSP,2025-12-23T04:15:00Z,370,,RW09,,UBNE1C,,SAPAM L645 UBNEN
BKP157,AT76,VTBS,VTSM,2025-12-23T04:15:00Z,150,RW02R,RW17,KASN1H,,R17,KASNI M757 MABKO W33 SMU
CEB930,A21N,VTBS,RPLL,2025-12-23T04:15:00Z,370,RW02R,,GOME1S,,,GOMES B204 AGEDO
IGO1070,A21N,VTSG,VIDP,2025-12-23T04:15:00Z,360,RW14,,TUNR1G,,,TUNRA W32 TRN W14 HTY A464 KARMI
MAS788,B738,WMKK,VTBS,2025-12-23T04:15:00Z,380,,RW01,,LEBI1D,R01,RIGTO M769 LEBIM
MJJ211,A320,VTCT,VTBD,2025-12-23T04:15:00Z,330,RW21,RW21R,DUBE1B,NAKO3A,R21R,DUBEN Y28 BLAFF DCT NAKON
TLM604,B738,VTBD,VTUD,2025-12-23T04:15:00Z,310,RW21L,RW30,ROBK3C,ANPU1C,R30,ROBKA A1 SELKA Y14 KRT Y23 KKN Y23/Y22
VJC809,A321,VVTS,VTSP,2025-12-23T04:15:00Z,320,,RW09,,SAVS1C,,SAKDA R575 SMU W32 SAPUD Y8 SAVSA
AWQ251,A320,VTBD,WIII,2025-12-23T04:20:00Z,370,RW21L,,KIGO3C,,,KIGOB Y11 PASVA
CES6087,B738,ZPPP,VTBS,2025-12-23T04:20:00Z,320,,RW01,,NORT1D,R01,VTN R470 UDN W21 NOBER
HVN600,A321,VTBS,VVTS,2025-12-23T04:20:00Z,350,RW02R,,GOME1S,,,GOMES N506 BOKAK
TLM101,B738,WSSS,VTBD,2025-12-23T04:20:00Z,360,,RW21R,,SEHN3A,R21R,ABTOK M644 ALUMO Y12 ALEMI
TLM214,B738,VTBD,VIAR,2025-12-23T04:20:00Z,320,RW21L,,NUNL3C,,,NUNLI L507 LUDVI
TLM708,B738,VTBD,VTSS,2025-12-23T04:20:00Z,330,RW21L,RW26,KASN3C,OBLE1A,R26,KASNI M757 OBLEX
ABY700,A21N,VTSP,OMSJ,2025-12-23T04:25:00Z,380,RW09,,UBNE1A,,,UBNEN L645 SAPAM
AIQ3444,A320,VTCC,VTBD,2025-12-23T04:25:00Z,330,RW36,RW21R,PANT2C,NAKO3A,R21R,PANTA Y7 BLAFF DCT NAKON
AWQ155,A320,VTBD,WIMM,2025-12-23T04:25:00Z,350,RW21L,,KASN3C,,,KASNI M757 KARMI
BKP133,A319,VTBS,VTSM,2025-12-23T04:25:00Z,310,RW02R,RW17,KASN1H,,R17,KASNI M757 MABKO W33 SMU
BKP293,AT76,VTSM,VTBU,2025-12-23T04:25:00Z,140,RW35,RW18,OLBA1B,,R18,OLBAG Y17 DONSI M769 SURMA W42 ASEKU DCT BUT
CAL852,A21N,VTCC,RCTP,2025-12-23T04:25:00Z,350,RW36,,MONL2C,,,MONLO R207 NAN R215 TOMIP
CSN3081,A20N,ZGGG,VTBS,2025-12-23T04:25:00Z,300,,RW01,,EAST1D,R01,SAV A202 RAMEI W42 PAKRI Y13 RUKSA
CSN358,A21N,VTBS,ZGGG,2025-12-23T04:25:00Z,290,RW02R,,SELK1H,,,SELKA A1 SANOT Y15 GUROK A202 SAV
MMA338,E190,VTBS,VYMD,2025-12-23T04:25:00Z,360,RW02R,,NUNL1S,,,NUNLI L507 LUDVI
SBI6308,B738,VTBS,UIII,2025-12-23T04:25:00Z,370,RW02R,,UGUV1H,,,UGUVO Y27 PIBAN Y29 PSL W26 CMP W21 UDN R470 VTN
THA404,A359,WSSS,VTBS,2025-12-23T04:25:00Z,400,,RW01,,TUMG1D,R01,ABTOK M644 ALUMO Y12 ALEMI
THA472,A359,YSSY,VTBS,2025-12-23T04:25:00Z,380,,RW01,,TUMG1D,R01,TIDAR M904 TONIK M644 ALUMO Y12 ALEMI
ABY824,A21N,VTBS,OMSJ,2025-12-23T04:30:00Z,320,RW02R,,PAST1H,,,PASTO L301 TANEK
AIQ3091,A21N,VTBD,VTSP,2025-12-23T04:30:00Z,360,RW21L,RW09,SABI3C,SAVS1C,,SABIS Y8 SAVSA
AXM833,A320,VTSP,WMKK,2025-12-23T04:30:00Z,310,RW09,,REBE1A,,,REBED B579 DALAN
BKP242,A319,VTCC,VTSM,2025-12-23T04:30:00Z,370,RW36,RW17,PANT2C,,R17,PANTA Y7 BKK M757 MABKO W33 SMU
CQH6300,A320,VTBS,ZLXY,2025-12-23T04:30:00Z,330,RW02R,,NOBE1S,,,NOBER B346 YAKUA
JST27,B788,YSSY,VTSP,2025-12-23T04:30:00Z,400,,RW09,,EPGO1C,,PASVA A334 HTY W14 EPGOT
LKY627,C130,VTUW,VTBD,2025-12-23T04:30:00Z,240,RW15,RW21R,OMNI,ENDU3A,R21R,Y22/Y23 KKN Y23 KRT Y20 UBLOD DCT ENDUU
MFX526,A21N,VTBS,UZTT,2025-12-23T04:30:00Z,320,RW02R,,NUNL1S,,,IGONI L507 LUDVI
NOK525,B738,VTSP,VTBD,2025-12-23T04:30:00Z,370,RW09,RW21R,IGEV1A,SABA3A,R21R,IGEVI Y5 EGUBO Y99 HOTEL DCT SABAI
THA207,A320,VTBS,VTSP,2025-12-23T04:30:00Z,340,RW02R,RW09,VANK1H,SAVS1C,,VANKO Y8 SAVSA
TLM510,B739,VTBD,VTCC,2025-12-23T04:30:00Z,320,RW21L,RW36,OLVU3C,MARN2A,R36,OLVUK Y26 MARNI
TLM784,B738,VTBD,VTSF,2025-12-23T04:30:00Z,310,RW21L,RW19,KASN3C,,R19,KASNI M757 LOSDA Y94 NKS
VJC803,A321,VVTS,VTBS,2025-12-23T04:30:00Z,340,,RW01,,TUMG1D,R01,VAPVU P629 NUGPA
AFR199,A359,VTBS,LFPG,2025-12-23T04:35:00Z,360,RW02R,,VANK1H,,,VANKO Y8 PUT L645 SAPAM
AIQ155,A320,VTCC,VTSS,2025-12-23T04:35:00Z,370,RW36,RW26,PANT2C,OBLE1A,R26,PANTA Y7 BKK M757 OBLEX
AIQ3238,A320,VTSB,VTBD,2025-12-23T04:35:00Z,310,RW04,RW21R,NIXE1D,SABA3A,R21R,NIXET Y99 HOTEL DCT SABAI
AIQ5503,A320,VTUK,VTCC,2025-12-23T04:35:00Z,320,RW21,RW36,ALGI1B,MONL2A,R36,VTN R207 MONLO
AZV2923,A320,UWWW,VTSP,2025-12-23T04:35:00Z,350,,RW09,,SAVS1C,,YAKUA B346 BKK Y8 SAVSA
HVN605,A21N,VVTS,VTBS,2025-12-23T04:35:00Z,340,,RW01,,TUMG1D,R01,VAPVU P629 NUGPA
THA551,A320,VVTS,VTBS,2025-12-23T04:35:00Z,320,,RW01,,TUMG1D,R01,VAPVU P629 NUGPA
TLM759,B738,VTSP,VTBD,2025-12-23T04:35:00Z,330,RW09,RW21R,IGEV1A,SABA3A,R21R,IGEVI Y5 EGUBO Y99 HOTEL DCT SABAI
AIQ3542,A20N,VTBD,VTUL,2025-12-23T04:40:00Z,310,RW21L,RW19,NOBE4C,,R19,NOBER W21 CMP B218 BOVGO
AIQ3552,A320,VTBD,VTCN,2025-12-23T04:40:00Z,320,RW21L,RW02,UGUV3C,,R02,UGUVO Y27 IBUBU W25 NAN
AIQ571,A320,ZHHH,VTBD,2025-12-23T04:40:00Z,340,,RW21R,,NAKO3A,R21R,VTN CMP W21 NOBER
AIQ8165,A320,VTCC,VTSP,2025-12-23T04:40:00Z,360,RW36,RW09,PANT2C,SAVS1C,,PANTA Y7 BKK Y8 SAVSA
BKP1155,A319,VTBS,VTSM,2025-12-23T04:40:00Z,310,RW02R,RW17,KASN1H,,R17,KASNI M757 MABKO W33 SMU
BKP805,A319,VTSM,VHHH,2025-12-23T04:40:00Z,370,RW35,,OLBA1B,,,OLBAG Y17 DONSI M769 SURMA W42 TOPER A1 SANOT Y15 GUROK A202 SAV
CPA750,A333,VTBS,VHHH,2025-12-23T04:40:00Z,370,RW02R,,LIPL1S,,,LIPLI Y16 BUTRA
CRK775,A320,VHHH,VTBS,2025-12-23T04:40:00Z,340,,RW01,,EAST1D,R01,SAV A202 RAMEI W42 PAKRI Y13 RUKSA
ETD412,B789,OMAA,VTSP,2025-12-23T04:40:00Z,350,,RW09,,UBNE1C,,SAPAM L645 UBNEN
TVJ1003,B38M,VTBU,VTBS,2025-12-23T04:40:00Z,100,RW18,RW01,BKK1A,TUMG1D,R01,BOKAK B205 OLDIR P629 NUGPA
AIQ3030,A21N,VTSP,VTBD,2025-12-23T04:45:00Z,370,RW09,RW21R,IGEV1A,SABA3A,R21R,IGEVI Y5 EGUBO Y99 HOTEL DCT SABAI
AIQ3230,A320,VTSG,VTBD,2025-12-23T04:45:00Z,360,RW14,RW21R,OSPE1G,SABA3A,R21R,OSPEX Y99 HOTEL DCT SABAI
AMU936,A21N,VMMC,VTBS,2025-12-23T04:45:00Z,340,,RW01,,EAST1D,R01,SAV A202 RAMEI W42 PAKRI Y13 RUKSA
CQH7486,A320,VTBS,ZGNN,2025-12-23T04:45:00Z,330,RW02R,,UGUV1H,,,UGUVO Y27 PIBAN Y29 PSL W26 CMP W21 UDN R470 VTN
ETD406,A35K,OMAA,VTBS,2025-12-23T04:45:00Z,370,,RW01,,WILA1D,R01,NURDA L524 IBETO
NOK543,B738,VTSG,VTBD,2025-12-23T04:45:00Z,350,RW14,RW21R,OSPE1G,SABA3A,R21R,OSPEX Y99 HOTEL DCT SABAI
TAX610,A333,VTBD,RJBB,2025-12-23T04:45:00Z,410,RW21L,,UPKU3C,,,UPKUP Y16 BUTRA
THA601,B77W,VHHH,VTBS,2025-12-23T04:45:00Z,380,,RW01,,EAST1D,R01,SAV A202 RAMEI W42 PAKRI Y13 RUKSA
TVJ324,A321,VTBS,VTSS,2025-12-23T04:45:00Z,350,RW02R,RW26,KASN1H,OBLE1A,R26,KASNI M757 OBLEX
VJC802,A320,VTBS,VVTS,2025-12-23T04:45:00Z,310,RW02R,,GOME1S,,,GOMES N506 BOKAK
BOX532,B77L,EDDP,VTBS,2025-12-23T04:50:00Z,350,,RW01,,WILA1D,R01,LUDVI L507 IGONI
CDC8021,A320,ZSHC,VTBS,2025-12-23T04:50:00Z,300,,RW01,,NORT1D,R01,VTN R470 UDN W21 NOBER
CHH424,B38M,VTBS,ZUCK,2025-12-23T04:50:00Z,330,RW02R,,UGUV1H,,,UGUVO Y27 IBUBU W25 NAN R215 TOMIP
EVA258,A321,VTCC,RCTP,2025-12-23T04:50:00Z,330,RW36,,MONL2C,,,MONLO R207 NAN R215 TOMIP
NOK574,B738,VTBD,VTSB,2025-12-23T04:50:00Z,360,RW21L,RW22,SABI3C,IKER1A,R22,SABIS Y8 IKERA
QTR828,B77W,OTHH,VTBS,2025-12-23T04:50:00Z,410,,RW01,,WILA1D,R01,NURDA L524 IBETO
SBI6261,B738,UHWW,VTBS,2025-12-23T04:50:00Z,380,,RW01,,NORT1D,R01,VTN R470 UDN W21 NOBER
TAX606,A333,VTBD,RJAA,2025-12-23T04:50:00Z,410,RW21L,,UPKU3C,,,UPKUP Y16 BUTRA
TGW607,E290,VTBS,WSSS,2025-12-23T04:50:00Z,410,RW02R,,BUT1H,,,BUT Y11 PASVA
THA206,A320,VTSP,VTBS,2025-12-23T04:50:00Z,370,RW09,RW01,EMRI1A,LEBI1D,R01,EMRIT Y99 NONEL Y98 LEBIM
THA413,A21N,VTBS,WSSS,2025-12-23T04:50:00Z,370,RW02R,,BUT1H,,,BUT Y11 PASVA
TLM948,B738,VTBD,ZSOF,2025-12-23T04:50:00Z,350,RW21L,,NOBE4C,,,NOBER W21 CMP R474 VTN
TVJ1005,B38M,VTBU,VTBS,2025-12-23T04:50:00Z,100,RW18,RW01,BKK1A,TUMG1D,R01,BOKAK B205 OLDIR P629 NUGPA
WHK205,A320,VTBD,VTPM,2025-12-23T04:50:00Z,220,RW21L,RW27,OLVU3C,URGU1W,R27,OLVUK Y26 NUVLU Y30 URGUM
AFR157,A359,VTSP,LFPG,2025-12-23T04:55:00Z,320,RW09,,SATV1A,,,SATVA L759 TAVUN
AIQ481,A320,ZGHA,VTBD,2025-12-23T04:55:00Z,360,,RW21R,,NAKO3A,R21R,VTN R470 UDN W21 NOBER
AIQ510,A320,VTBD,WMKJ,2025-12-23T04:55:00Z,370,RW21L,,KIGO3C,,,KIGOB Y11 PASVA
