callsign,actype,adep,ades,eobt,rfl,dep_rwy,arr_rwy,sid,star,approach,route
AIQ3375,A20N,VTUU,VTBD,2026-07-09T05:29:00Z,320,RW23,RW21R,ASAB1B,ENDU1B,R21R,Y20 UBLOD DCT ENDUU
AMU936,A21N,VMMC,VTBS,2026-07-09T05:30:07Z,340,,RW19,,EAST1C,R19,SAV A202 RAMEI W42 PAKRI Y13 RUKSA
TVJ970,B38M,VTBS,VVTS,2026-07-09T05:31:00Z,330,RW20L,,GOME1E,,,GOMES N506 BOKAK
KZR604,A21N,VTSP,UAAA,2026-07-09T05:32:00Z,340,RW27,,SUSI1A,,,SUSID G331 PADET
NOK125,B738,VTCC,VTBD,2026-07-09T05:32:00Z,370,RW36,RW21R,PANT2C,NAKO1B,R21R,PANTA Y7 BLAFF DCT NAKON
ORCA06,SF34,VTSB,VTSS,2026-07-09T05:32:00Z,150,RW04,RW26,TOGI1D,ELRE1B,R26,TOGIM W17 ELREM
THA570,A320,VTBS,VLVT,2026-07-09T05:33:00Z,290,RW20L,,NOBE1P,,,NOBER W21 UDN R470 VTN
TLM756,B739,VTBD,VTSP,2026-07-09T05:33:00Z,340,RW21L,RW27,SABI2B,SAVS1C,,SABIS Y8 SAVSA
AIQ3211,A21N,VTSG,VTBD,2026-07-09T05:33:00Z,370,RW14,RW21R,OSPE1G,SABA1B,R21R,OSPEX Y99 HOTEL DCT SABAI
KAL657,B77W,RKSI,VTBS,2026-07-09T05:33:16Z,340,,RW19,,EAST1C,R19,BUTRA A1 UBL Y20 GRASO Y13 RUKSA
AIQ3924,A320,VTCL,VTBD,2026-07-09T05:34:00Z,330,RW18,RW21R,VENA1C,NAKO1B,R21R,VENAG W23 PSL Y28 BLAFF DCT NAKON
CSC9400,A321,VTBS,ZGNN,2026-07-09T05:35:00Z,340,RW20L,,UGUV1E,,,UGUVO Y27 PIBAN Y29 PSL W26 CMP W21 UDN R470 VTN
TLM538,B738,VTBD,VTCT,2026-07-09T05:35:00Z,360,RW21L,RW03,UGUV1B,,R03,UGUVO Y27 IKISU W22 BENVI
KMI714,B734,VGHS,VTBS,2026-07-09T05:35:41Z,290,,RW19,,WILA1C,R19,BETNO G463 TARED
AIQ4118,A320,VTBS,VTCC,2026-07-09T05:36:00Z,340,RW20L,RW36,OLVU1E,MARN2A,R36,OLVUK Y26 MARNI
SIA761,B38M,VYYY,WSSS,2026-07-09T05:36:06Z,350,,,,,,EKAVO M626 IKOGA Y24 PASVA
AIQ3358,A21N,VTBD,VTUD,2026-07-09T05:37:00Z,270,RW21L,RW30,ROBK3A,ANPU1A,R30,ROBKA A1 SELKA Y14 KRT Y23 KKN Y23/Y22
AIC2354,A20N,VABB,VTBS,2026-07-09T05:37:21Z,330,,RW19,,WILA1C,R19,BETNO P646 TARED
CSN8356,B738,VTBS,ZGOW,2026-07-09T05:38:00Z,330,RW20L,,SELK1F,,,SELKA A1 SANOT Y15 GUROK A202 SAV
IGO1072,A21N,VTSP,VABB,2026-07-09T05:38:00Z,360,RW27,,UBNE1B,,,UBNEN L645 SAPAM
TVJ110,B38M,VTBS,VTCC,2026-07-09T05:40:00Z,340,RW20L,RW36,OLVU1E,MARN2A,R36,OLVUK Y26 MARNI
AIQ1040,A320,VTBD,VLVT,2026-07-09T05:40:00Z,330,RW21L,,NOBE2B,,,NOBER W21 UDN R470 VTN
TVJ305,A321,VTSP,VTBS,2026-07-09T05:40:00Z,330,RW27,RW19,EMRI1B,LEBI1C,R19,EMRIT Y99 NONEL Y98 LEBIM
AAR744,A21N,VTBS,RKSI,2026-07-09T05:41:00Z,330,RW20L,,LIPL1J,,,LIPLI Y16 BUTRA
THA404,A359,WSSS,VTBS,2026-07-09T05:42:35Z,380,,RW19,,TUMG1C,R19,ABTOK M644 ALUMO Y12 ALEMI
EVA075,B77W,VTBS,EHAM,2026-07-09T05:43:00Z,320,RW20L,,TARE1E,,,TARED P646 BETNO
TVJ821,B38M,RJBB,VTBS,2026-07-09T05:43:05Z,340,,RW19,,EAST1C,R19,BUTRA A1 UBL Y20 GRASO Y13 RUKSA
NOK126,B738,VTBD,VTCC,2026-07-09T05:44:00Z,360,RW21L,RW36,OLVU1B,MARN2A,R36,OLVUK Y26 MARNI
AIQ637,A320,VVDN,VTBD,2026-07-09T05:44:20Z,340,,RW21R,,ENDU1B,R21R,BUTRA A1 UBL Y20 UBLOD
AIQ4110,A320,VTBS,VTSP,2026-07-09T05:45:00Z,360,RW20L,RW27,VANK1E,SAVS1C,,VANKO Y8 SAVSA
MAS794,B738,WMKK,VTSP,2026-07-09T05:45:25Z,320,,RW27,,URGA1C,,DUBAX R325 URGAD
AIQ583,A320,ZPPP,VTBD,2026-07-09T05:45:45Z,360,,RW21R,,NAKO1B,R21R,VTN R470 UDN W21 NOBER
AIQ660,A320,VTBD,VVPQ,2026-07-09T05:46:00Z,330,RW21L,,RYN1B,,,RYN R334 SAKDA
BKP405,AT76,VTSM,VTSP,2026-07-09T05:46:00Z,140,RW17,RW27,DORN1A,SAVS1C,,DORNA W32 SAPUD Y8 SAVSA
THA922,B77W,VTBS,EDDF,2026-07-09T05:47:00Z,340,RW20L,,NUNL1P,,,NUNLI L507 LUDVI
CPA653,A333,VHHH,VTBS,2026-07-09T05:47:10Z,400,,RW19,,EAST1C,R19,BUTRA A1 UBL Y20 GRASO Y13 RUKSA
UBG217,B738,VGHS,VTBS,2026-07-09T05:47:30Z,330,,RW19,,WILA1C,R19,LUDVI L507 IGONI
AIQ3005,A320,VTBD,VTSP,2026-07-09T05:48:00Z,360,RW21L,RW27,SABI2B,SAVS1C,,SABIS Y8 SAVSA
AFL295,A359,VVCR,UUEE,2026-07-09T05:48:20Z,280,,,,,,VAPVU P629 BKK L507 LUDVI
THA004,A320,VTBS,VTUD,2026-07-09T05:49:00Z,270,RW20L,RW30,SELK1F,ANPU1A,R30,SELKA Y14 KRT Y23 KKN Y23/Y22
TAX601,A333,RJAA,VTBD,2026-07-09T05:50:10Z,380,,RW21R,,ENDU1B,R21R,BUTRA A1 UBL Y20 UBLOD
BKP273,A320,VTBS,VTSP,2026-07-09T05:51:00Z,340,RW20L,RW27,VANK1E,SAVS1C,,VANKO Y8 SAVSA
TLM605,B738,VTUD,VTBD,2026-07-09T05:51:00Z,320,RW12,RW21R,ANPU1B,ENDU1B,R21R,Y22/Y23 KKN Y23 KRT Y20 UBLOD DCT ENDUU
BKP281,AT76,VTBU,VTSP,2026-07-09T05:53:00Z,180,RW18,RW27,BKK1A,SAVS1C,,BUT DCT ASEKU W42 MENEX Y8 SAVSA
AIQ3131,A320,VTSC,VTBD,2026-07-09T05:55:00Z,380,RW20,RW21R,OMNI,SABA1B,R21R,NTW W19 UPNEP M626 SORTO M769 GOKEX Y96 EMTIX Y99 HOTEL DCT SABAI
FFM3611,B738,VTSG,WMKK,2026-07-09T05:56:00Z,330,RW14,,TUNR1G,,,TUNRA W32 TRN W14 HTY A464 KARMI
BKP254,AT76,VTSP,VTSM,2026-07-09T05:57:00Z,150,RW27,RW17,EMRI1B,,R17,EMRIT Y99 AKVUG Y93 SMU
THA263,A320,VTBS,VTSS,2026-07-09T05:59:00Z,330,RW20L,RW26,KASN1E,OBLE1B,R26,KASNI M757 OBLEX
SIA710,B78X,WSSS,VTBS,2026-07-09T05:59:08Z,380,,RW19,,TUMG1C,R19,ABTOK M644 ALUMO Y12 ALEMI
HVN605,A21N,VVTS,VTBS,2026-07-09T05:59:28Z,280,,RW19,,TUMG1C,R19,VAPVU P629 NUGPA
BKP217,A319,VTBS,VTCC,2026-07-09T06:00:00Z,340,RW20L,RW36,OLVU1E,MARN2A,R36,OLVUK Y26 MARNI
CQH7301,A320,ZSFZ,VTBS,2026-07-09T06:00:49Z,320,,RW19,,EAST1C,R19,SAV A202 RAMEI W42 PAKRI Y13 RUKSA
AXM101,A320,WMKK,ZPPP,2026-07-09T06:00:53Z,360,,,,,,RIGTO M769 BKK Y27 IBUBU W25 NAN R215 TOMIP
THY65,A333,VTBS,LTFM,2026-07-09T06:02:00Z,360,RW20L,,TARE1E,,,TARED P646 BETNO
TLM581,B739,VTCC,VTBU,2026-07-09T06:02:00Z,330,RW36,RW18,PANT2C,,R18,PANTA Y7 BKK
CSN8076,A321,VTBS,ZGSZ,2026-07-09T06:03:00Z,330,RW20L,,SELK1F,,,SELKA A1 SANOT Y15 GUROK A202 SAV
BKP276,A319,VTSP,VTBS,2026-07-09T06:03:00Z,350,RW27,RW19,EMRI1B,LEBI1C,R19,EMRIT Y99 NONEL Y98 LEBIM
NOK592,B738,VTBD,VTST,2026-07-09T06:04:00Z,380,RW21L,RW08,SABI2B,,R08,SABIS Y8 SAPUD W24 TRN
ICL860,B744,VHHH,OMDW,2026-07-09T06:04:33Z,280,,,,,,SAV A202 OKENA W43 CMP G473 MAKAS
TGW646,E290,WSSS,VTSS,2026-07-09T06:05:08Z,380,,RW26,,TAXE1B,R26,PASVA A334 TAXEB
AFR199,A359,VTBS,LFPG,2026-07-09T06:06:00Z,340,RW20L,,VANK1E,,,VANKO Y8 PUT L645 SAPAM
CBY111,AT75,VTSB,VTBD,2026-07-09T06:06:00Z,150,RW04,RW21R,NIXE1C,SABA1B,R21R,NIXET Y99 HOTEL DCT SABAI
CBJ619,A20N,ZSNJ,VTBS,2026-07-09T06:07:33Z,300,,RW19,,EAST1C,R19,SAV A202 RAMEI W42 PAKRI Y13 RUKSA
AIQ1030,A320,VTBD,VLLB,2026-07-09T06:08:00Z,350,RW21L,,NOBE2B,,,NOBER W21 UDN R470 VTN
SIA7432,B77L,VTBS,RKSI,2026-07-09T06:08:00Z,340,RW20L,,UGUV1E,,,UGUVO Y27 PIBAN Y29 PSL W26 CMP W21 UDN R470 VTN
THA208,A320,VTSP,VTBS,2026-07-09T06:08:00Z,330,RW27,RW19,EMRI1B,LEBI1C,R19,EMRIT Y99 NONEL Y98 LEBIM
UZB554,B788,WMKK,UZTT,2026-07-09T06:08:57Z,400,,,,,,DUBAX R325 PUT L759 TAVUN
BKP132,A319,VTSM,VTBS,2026-07-09T06:09:00Z,300,RW17,RW19,OLBA1B,LEBI1C,R19,OLBAG Y17 DONSI M769 LEBIM
TLM645,B738,VTUK,VTBD,2026-07-09T06:09:00Z,240,RW21,RW21R,EMRU1A,ENDU1B,R21R,Y22/Y23 KKN Y23 KRT Y20 UBLOD DCT ENDUU
VPCTS,GLF6,VTBD,ZHCC,2026-07-09T06:10:00Z,410,RW21L,,UGUV1B,,,UGUVO Y27 PIBAN Y29 PSL W26 CMP W21 UDN R470 VTN
CQH8892,A320,VTBS,ZSPD,2026-07-09T06:10:00Z,330,RW20L,,SELK1F,,,SELKA A1 SANOT Y15 GUROK A202 SAV
CES5082,B38M,WSSS,ZPPP,2026-07-09T06:10:22Z,340,,,,,,ABTOK M644 RYN N891 BKK Y27 IKISU W22 CTR A581 PONUK
THA916,B77W,VTBS,EGLL,2026-07-09T06:11:00Z,320,RW20L,,NUNL1P,,,NUNLI L507 LUDVI
TVJ221,B38M,VTUU,VTBS,2026-07-09T06:11:00Z,340,RW23,RW19,ASAB1B,EAST1C,R19,Y20 GRASO Y13 RUKSA DCT EASTE
AIQ3210,A320,VTCT,VTBD,2026-07-09T06:11:00Z,370,RW21,RW21R,DUBE1A,NAKO1B,R21R,DUBEN Y28 BLAFF DCT NAKON
AIQ3091,A21N,VTBD,VTSP,2026-07-09T06:12:00Z,360,RW21L,RW27,SABI2B,SAVS1C,,SABIS Y8 SAVSA
ORCA303,SF34,VTSB,VTSF,2026-07-09T06:13:00Z,90,RW04,RW19,SEGR1C,,R19,SAPUD W28 SEGRA
SWR181,B77W,VTBS,LSZH,2026-07-09T06:14:00Z,320,RW20L,,NUNL1P,,,NUNLI L507 LUDVI
CSN8080,A20N,VTBS,ZGGG,2026-07-09T06:16:00Z,330,RW20L,,SELK1F,,,SELKA A1 SANOT Y15 GUROK A202 SAV
CQH6465,A320,ZGNN,VTBS,2026-07-09T06:16:03Z,300,,RW19,,NORT1C,R19,VTN R470 UDN W21 NOBER
THA439,A320,VTBS,WADD,2026-07-09T06:17:00Z,330,RW20L,,BUT1E,,,BUT M904 TIDAR
KAL9358,B744,VTBS,RKSI,2026-07-09T06:19:00Z,330,RW20L,,LIPL1J,,,LIPLI Y16 BUTRA
THA683,A359,RJTT,VTBS,2026-07-09T06:19:37Z,360,,RW19,,EAST1C,R19,BUTRA A1 UBL Y20 GRASO Y13 RUKSA
BKP453,AT76,VTBD,VTSM,2026-07-09T06:20:00Z,170,RW21L,RW17,KASN1B,,R17,KASNI M757 MABKO W33 SMU
THA660,A359,VTBS,RJTT,2026-07-09T06:21:00Z,370,RW20L,,LIPL1J,,,LIPLI Y16 BUTRA
CES541,B789,ZSPD,VTBS,2026-07-09T06:21:02Z,300,,RW19,,EAST1C,R19,SAV A202 RAMEI W42 PAKRI Y13 RUKSA
AXM856,A20N,WMKK,VTCC,2026-07-09T06:21:16Z,360,,RW36,,MARN2A,R36,RIGTO M769 BKK Y26 MARNI
CSN3081,A20N,ZGGG,VTBS,2026-07-09T06:21:52Z,300,,RW19,,EAST1C,R19,SAV A202 RAMEI W42 PAKRI Y13 RUKSA
TVJ325,A321,VTSS,VTBS,2026-07-09T06:22:00Z,340,RW26,RW19,DAND1C,LEBI1C,R19,DANDO M769 LEBIM
AIQ3185,A320,VTSF,VTBD,2026-07-09T06:22:00Z,380,RW01,RW21R,TAWI1A,SABA1B,R21R,NKS Y94 DOXAS M769 GOKEX Y96 EMTIX Y99 HOTEL DCT SABAI
ORCA660,SF34,VTSB,VTSS,2026-07-09T06:22:00Z,150,RW04,RW26,TOGI1D,ELRE1B,R26,TOGIM W17 ELREM
AIQ324,A320,WMKP,VTBD,2026-07-09T06:22:11Z,380,,RW21R,,SABA1B,R21R,RIGTO M769 GOKEX Y96 EMTIX Y99 HOTEL
AXM884,A20N,WMKK,VTBD,2026-07-09T06:22:31Z,380,,RW21R,,SABA1B,R21R,RIGTO M769 GOKEX Y96 EMTIX Y99 HOTEL
TGW638,A320,WSSS,VTBS,2026-07-09T06:22:51Z,360,,RW19,,TUMG1C,R19,ABTOK M644 ALUMO Y12 ALEMI
THA634,B772,VTBS,RCTP,2026-07-09T06:23:00Z,410,RW20L,,LIPL1J,,,LIPLI Y16 BUTRA
AIQ9242,A320,VTCC,RCTP,2026-07-09T06:24:00Z,330,RW36,,MONL2C,,,MONLO R207 ANBOK
TLM512,B739,VTBD,VTCC,2026-07-09T06:25:00Z,320,RW21L,RW36,OLVU1B,MARN2A,R36,OLVUK Y26 MARNI
AIQ3240,A21N,VTSB,VTBD,2026-07-09T06:25:00Z,350,RW04,RW21R,NIXE1C,SABA1B,R21R,NIXET Y99 HOTEL DCT SABAI
CBJ420,A320,VTBS,ZSHC,2026-07-09T06:26:00Z,330,RW20L,,SELK1F,,,SELKA A1 SANOT Y15 GUROK A202 SAV
MMA361,A319,VTBD,VYMD,2026-07-09T06:27:00Z,360,RW21L,,NUNL1B,,,NUNLI L507 LUDVI
TLM785,B738,VTSF,VTBD,2026-07-09T06:27:00Z,320,RW01,RW21R,TAWI1A,SABA1B,R21R,NKS Y94 DOXAS M769 GOKEX Y96 EMTIX Y99 HOTEL DCT SABAI
AIQ4103,A320,VTCC,VTBS,2026-07-09T06:27:00Z,370,RW36,RW19,PANT2C,NORT1C,R19,PANTA Y7 BLAFF DCT NORTA
THA416,B789,WMKK,VTBS,2026-07-09T06:27:16Z,400,,RW19,,LEBI1C,R19,RIGTO M769 LEBIM
ORCA06,SF34,VTSS,VTSB,2026-07-09T06:28:00Z,140,RW26,RW22,ELRE1C,SEGR1A,R22,ELREM W17 SAPUD
AFL644,B738,UHWW,VTBS,2026-07-09T06:28:11Z,320,,RW19,,NORT1C,R19,VTN R470 UDN W21 NOBER
EVA212,B77W,VTBS,RCTP,2026-07-09T06:29:00Z,370,RW20L,,LIPL1J,,,LIPLI Y16 BUTRA
RTN2113,E135,VTBD,VTBU,2026-07-09T06:30:00Z,90,RW21L,RW18,KIGO1B,,R18,KIGOB
SIA707,B78X,VTBS,WSSS,2026-07-09T06:32:00Z,370,RW20L,,BUT1E,,,BUT Y11 PASVA
TLM709,B738,VTSS,VTBD,2026-07-09T06:32:00Z,360,RW26,RW21R,DAND1C,SABA1B,R21R,DANDO M769 GOKEX Y96 EMTIX Y99 HOTEL DCT SABAI
AFL629,A333,VTSP,ULLI,2026-07-09T06:33:00Z,320,RW27,,SATV1A,,,SATVA L759 TAVUN
SIA732,B38M,WSSS,VTSP,2026-07-09T06:33:45Z,400,,RW27,,URGA1C,,DUBAX R325 URGAD
TGW683,E290,VTSG,WSSS,2026-07-09T06:34:00Z,350,RW14,,TUNR1G,,,TUNRA W32 TRN W14 HTY A334 PASVA
AXM825,A320,VTSP,WMKK,2026-07-09T06:34:00Z,370,RW27,,REBE1B,,,REBED B579 DALAN
CPA754,B773,VTBS,VHHH,2026-07-09T06:34:00Z,370,RW20L,,LIPL1J,,,LIPLI Y16 BUTRA
AIQ3142,A320,VTBD,VTSR,2026-07-09T06:35:00Z,340,RW21L,RW02,SABI2B,,R02,SABIS Y8 MENEX W34 RAN
AIQ3395,A20N,VTUW,VTBD,2026-07-09T06:35:00Z,360,RW15,RW21R,OMNI,ENDU1B,R21R,Y22/Y23 KKN Y23 KRT Y20 UBLOD DCT ENDUU
THA645,B789,RJGG,VTBS,2026-07-09T06:35:50Z,380,,RW19,,EAST1C,R19,BUTRA A1 UBL Y20 GRASO Y13 RUKSA
EVA067,B77W,VTBS,EGLL,2026-07-09T06:36:00Z,300,RW20L,,TARE1E,,,TARED P646 BETNO
MMA504,A319,WMKK,VYYY,2026-07-09T06:36:10Z,360,,,,,,RIGTO M769 SORTO M626 EKAVO
AIQ641,A320,VVNB,VTBD,2026-07-09T06:36:25Z,360,,RW21R,,NAKO1B,R21R,VTN R470 UDN W21 NOBER
AFL293,A333,VVTS,UUEE,2026-07-09T06:37:30Z,320,,,,,,VAPVU P629 BKK L507 LUDVI
THY52,A333,VTBS,VDTI,2026-07-09T06:38:00Z,330,RW20L,,GOME1E,,,GOMES N506 BOKAK
TLM712,B738,VTBD,VTSS,2026-07-09T06:39:00Z,350,RW21L,RW26,KASN1B,OBLE1B,R26,KASNI M757 OBLEX
TLM511,B739,VTCC,VTBD,2026-07-09T06:39:00Z,330,RW36,RW21R,PANT2C,NAKO1B,R21R,PANTA Y7 BLAFF DCT NAKON
BKP305,AT76,VTBS,VTBO,2026-07-09T06:40:00Z,150,RW20L,,RYN1E,,,RYN
TVJ204,A320,VTBS,VTUD,2026-07-09T06:40:00Z,330,RW20L,RW30,SELK1F,ANPU1A,R30,SELKA Y14 KRT Y23 KKN Y23/Y22
AIQ3004,A320,VTSP,VTBD,2026-07-09T06:41:00Z,370,RW27,RW21R,IGEV1B,SABA1B,R21R,IGEVI Y5 EGUBO Y99 HOTEL DCT SABAI
NOK524,B738,VTBD,VTSP,2026-07-09T06:41:00Z,360,RW21L,RW27,SABI2B,SAVS1C,,SABIS Y8 SAVSA
JAL31,B77W,RJTT,VTBS,2026-07-09T06:41:25Z,340,,RW19,,EAST1C,R19,BUTRA A1 UBL Y20 GRASO Y13 RUKSA
TVJ334,A320,VTBS,VTSF,2026-07-09T06:42:00Z,330,RW20L,RW19,KASN1E,,R19,KASNI M757 LOSDA Y94 NKS
BKP942,AT76,VLLB,VTBS,2026-07-09T06:42:15Z,180,,RW19,,NORT1C,R19,VTN R470 UDN W21 NOBER
HVN615,A321,VVNB,VTBS,2026-07-09T06:42:50Z,340,,RW19,,NORT1C,R19,VTN R470 UDN W21 NOBER
CAL832,A359,VTBS,RCTP,2026-07-09T06:43:00Z,370,RW20L,,LIPL1J,,,LIPLI Y16 BUTRA
AIQ3425,A20N,VTBD,VTCC,2026-07-09T06:43:00Z,320,RW21L,RW36,OLVU1B,MARN2A,R36,OLVUK Y26 MARNI
TVJ417,A320,VTSP,VTCC,2026-07-09T06:43:00Z,370,RW27,RW36,IGEV1B,MARN2A,R36,IGEVI Y5 EGUBO Y99 BKK Y26 MARNI
NOK574,B738,VTBD,VTSB,2026-07-09T06:44:00Z,360,RW21L,RW22,SABI2B,IKER1B,R22,SABIS Y8 IKERA
ORCA303,SF34,VTSF,VTSB,2026-07-09T06:44:00Z,100,RW01,RW22,PUYO1A,SEGR1A,R22,SEGRA W28 SAPUD
VAG131,A321,VVTS,VTBS,2026-07-09T06:44:09Z,320,,RW19,,TUMG1C,R19,VAPVU P629 NUGPA
TVJ132,B38M,VTBS,VTCT,2026-07-09T06:45:00Z,340,RW20L,RW03,UGUV1E,,R03,UGUVO Y27 IKISU W22 BENVI
AIQ3162,A320,VTCC,VTSP,2026-07-09T06:45:00Z,350,RW36,RW27,PANT2C,SAVS1C,,PANTA Y7 BKK Y8 SAVSA
NOK364,B738,VTBD,VTUI,2026-07-09T06:46:00Z,350,RW21L,RW05,ROBK3A,,R05,ROBKA A1 SELKA Y14 KRT Y23 KKN Y23/Y22
AIQ3553,A320,VTCN,VTBD,2026-07-09T06:46:00Z,320,RW20,RW21R,OMNI,NAKO1B,R21R,W29 PSL Y28 BLAFF DCT NAKON
AFL659,A20N,VTBS,UIII,2026-07-09T06:47:00Z,320,RW20L,,UGUV1E,,,UGUVO Y27 PIBAN Y29 PSL W26 CMP W21 UDN R470 VTN
CPA774,A21N,VTBS,VHHH,2026-07-09T06:48:00Z,370,RW20L,,LIPL1J,,,LIPLI Y16 BUTRA
AIQ3203,A20N,VTBD,VTCT,2026-07-09T06:48:00Z,380,RW21L,RW03,UGUV1B,,R03,UGUVO Y27 IKISU W22 BENVI
CRK775,A320,VHHH,VTBS,2026-07-09T06:49:04Z,340,,RW19,,EAST1C,R19,SAV A202 RAMEI W42 PAKRI Y13 RUKSA
AXM883,A21N,VTBD,WMKK,2026-07-09T06:50:00Z,370,RW21L,,KIGO1B,,,KIGOB Y11 PASVA
CES6088,B738,VTBS,ZPPP,2026-07-09T06:50:00Z,320,RW20L,,UGUV1E,,,UGUVO Y27 IKISU W22 CTR A581 PONUK
SIA764,B38M,WSSS,VYYY,2026-07-09T06:50:53Z,360,,,,,,KADAX M626 EKAVO
THA133,A320,VTCT,VTBS,2026-07-09T06:51:00Z,310,RW21,RW19,DUBE1A,NORT1C,R19,DUBEN Y28 BLAFF DCT NORTA
AIQ158,A320,VTSS,VTCC,2026-07-09T06:51:00Z,380,RW26,RW36,DAND1C,MARN2A,R36,DANDO M769 BKK Y26 MARNI
THA110,A320,VTBS,VTCC,2026-07-09T06:52:00Z,340,RW20L,RW36,OLVU1E,MARN2A,R36,OLVUK Y26 MARNI
PAL731,B77W,VTBS,RPLL,2026-07-09T06:53:00Z,330,RW20L,,GOME1E,,,GOMES B204 AGEDO
CCA483,A21N,ZUTF,WMKK,2026-07-09T06:53:54Z,340,,,,,,VTN R470 UDN W21 BKK M904 BUT Y11 PASVA
THA649,B788,RJFF,VTBS,2026-07-09T06:53:59Z,380,,RW19,,EAST1C,R19,BUTRA A1 UBL Y20 GRASO Y13 RUKSA
TLM556,B738,VTBD,VTPP,2026-07-09T06:54:00Z,220,RW21L,RW32,UGUV1B,,R32,UGUVO Y27 PIBAN
TVJ961,B38M,VVDN,VTBS,2026-07-09T06:54:39Z,340,,RW19,,EAST1C,R19,BUTRA A1 UBL Y20 GRASO Y13 RUKSA
CES741,B738,ZPPP,VTBS,2026-07-09T06:54:39Z,340,,RW19,,NORT1C,R19,VTN R470 UDN W21 NOBER
BKP906,AT76,VDSA,VTBS,2026-07-09T06:56:03Z,160,,RW19,,TUMG1C,R19,BOKAK B205 OLDIR P629 NUGPA
BKP963,A319,VTSM,WSSS,2026-07-09T06:57:00Z,330,RW17,,RUMV1A,,,RUMVA Y95 IKOGA Y24 PASVA
BKP135,A319,VTBS,VTSM,2026-07-09T06:57:00Z,310,RW20L,RW17,KASN1E,,R17,KASNI M757 MABKO W33 SMU
ANA847,B789,RJTT,VTBS,2026-07-09T06:57:03Z,380,,RW19,,EAST1C,R19,BUTRA A1 UBL Y20 GRASO Y13 RUKSA
BKP266,AT76,VTSG,VTSM,2026-07-09T06:58:00Z,150,RW14,RW17,OSPE1G,,R17,OSPEX Y99 AKVUG Y93 SMU
AIQ3223,A320,VTBD,VTSG,2026-07-09T06:58:00Z,360,RW21L,RW32,SABI2B,NULM1E,R32,SABIS Y8 SAPUD W32 NULMA
CQH7432,A20N,VTBS,ZSNB,2026-07-09T07:00:00Z,330,RW20L,,SELK1F,,,SELKA A1 SANOT Y15 GUROK A202 SAV
AKJ619,B38M,VTSP,VABB,2026-07-09T07:00:00Z,340,RW27,,UPSA1B,,,UPSAB L515 IKULA
MMA333,A320,VYYY,VTBS,2026-07-09T07:00:33Z,330,,RW19,,WILA1C,R19,BETNO P646 TARED
BTN701,A319,VTBS,VECC,2026-07-09T07:01:00Z,380,RW20L,,NUNL1P,,,NUNLI L507 LUDVI
AIQ3233,A20N,VTBD,VTSB,2026-07-09T07:01:00Z,340,RW21L,RW22,SABI2B,IKER1B,R22,SABIS Y8 IKERA
THA601,B77W,VHHH,VTBS,2026-07-09T07:01:18Z,340,,RW19,,EAST1C,R19,SAV A202 RAMEI W42 PAKRI Y13 RUKSA
THA671,B789,RJCC,VTBS,2026-07-09T07:02:18Z,360,,RW19,,EAST1C,R19,BUTRA A1 UBL Y20 GRASO Y13 RUKSA
LKY627,C130,VTBD,VTBD,2026-07-09T07:03:00Z,220,RW21L,RW21R,SEMB2B,NAKO1B,R21R,SEMBO A464 BEKOD DCT PSL W9 BLAFF
CCA414,A21N,VTSP,ZUTF,2026-07-09T07:04:00Z,350,RW27,,EMRI1B,,,EMRIT Y99 BKK Y27 IBUBU W25 NAN R215 TOMIP
CSN8100,A321,VTBS,ZGGG,2026-07-09T07:04:00Z,330,RW20L,,SELK1F,,,SELKA A1 SANOT Y15 GUROK A202 SAV
AIQ654,A21N,VTBD,VVTS,2026-07-09T07:05:00Z,330,RW21L,,GORS1B,,,GORSI N506 BOKAK
THA107,A320,VTCC,VTBS,2026-07-09T07:05:00Z,310,RW36,RW19,PANT2C,NORT1C,R19,PANTA Y7 BLAFF DCT NORTA
CSN6063,A20N,ZGGG,VTSP,2026-07-09T07:05:12Z,340,,RW27,,SAVS1C,,SAV A202 RAMEI W42 MENEX Y8 SAVSA
AIQ481,A320,ZGHA,VTBD,2026-07-09T07:05:57Z,360,,RW21R,,NAKO1B,R21R,VTN R470 UDN W21 NOBER
CHH430,B38M,VTBS,ZBAA,2026-07-09T07:06:00Z,320,RW20L,,UGUV1E,,,UGUVO Y27 PIBAN Y29 PSL W26 CMP W21 UDN R470 VTN
BTK7630,A320,VTBD,WIII,2026-07-09T07:07:00Z,310,RW21L,,KIGO1B,,,KIGOB Y11 PASVA
BKP142,A319,VTSM,VTBS,2026-07-09T07:07:00Z,300,RW17,RW19,OLBA1B,LEBI1C,R19,OLBAG Y17 DONSI M769 LEBIM
TVJ2300,A320,VTBS,VTSP,2026-07-09T07:07:00Z,340,RW20L,RW27,VANK1E,SAVS1C,,VANKO Y8 SAVSA
AFL635,A333,VTSP,UNKL,2026-07-09T07:08:00Z,350,RW27,,EMRI1B,,,EMRIT Y99 BKK Y27 IKISU W22 CTR A581 PONUK
TVJ106,B38M,VTBS,VTCC,2026-07-09T07:09:00Z,340,RW20L,RW36,OLVU1E,MARN2A,R36,OLVUK Y26 MARNI
CUH2641,B738,ZHLY,VTBS,2026-07-09T07:09:07Z,300,,RW19,,NORT1C,R19,VTN R470 UDN W21 NOBER
MXD540,B738,WMKK,VTSP,2026-07-09T07:10:41Z,340,,RW27,,URGA1C,,DUBAX R325 URGAD
